0.000000000000000000e+00 0.000000000000000000e+00 1.190575213070066288e-03
4.285999999999999810e-01 0.000000000000000000e+00 3.211641811029532501e-01
8.570999999999999730e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 5.779339356032401342e-01
0.000000000000000000e+00 5.349999999999999721e-03 0.000000000000000000e+00
4.285999999999999810e-01 5.349999999999999721e-03 3.209105866552514064e-01
8.570999999999999730e-01 5.349999999999999721e-03 9.799505186513641775e-01
1.000000000000000000e+00 5.349999999999999721e-03 5.721683136780728596e-01
0.000000000000000000e+00 1.069999999999999944e-02 6.748756880017131934e-03
4.285999999999999810e-01 1.069999999999999944e-02 3.160608464374037863e-01
8.570999999999999730e-01 1.069999999999999944e-02 9.603449290239862712e-01
1.000000000000000000e+00 1.069999999999999944e-02 5.713563042565321659e-01
0.000000000000000000e+00 1.603999999999999870e-02 5.705875073287211378e-04
4.285999999999999810e-01 1.603999999999999870e-02 3.199692440653825742e-01
8.570999999999999730e-01 1.603999999999999870e-02 9.429598123806838261e-01
1.000000000000000000e+00 1.603999999999999870e-02 5.692311827847914563e-01
0.000000000000000000e+00 2.138999999999999929e-02 4.191510469393173489e-03
4.285999999999999810e-01 2.138999999999999929e-02 3.223623641494542946e-01
8.570999999999999730e-01 2.138999999999999929e-02 9.174537900197397011e-01
1.000000000000000000e+00 2.138999999999999929e-02 5.696054881895994404e-01
0.000000000000000000e+00 2.673999999999999988e-02 6.339861192540944580e-04
4.285999999999999810e-01 2.673999999999999988e-02 3.180165668180793270e-01
8.570999999999999730e-01 2.673999999999999988e-02 9.085073836559391935e-01
1.000000000000000000e+00 2.673999999999999988e-02 5.632813498528137508e-01
0.000000000000000000e+00 3.209000000000000047e-02 8.875805669559485613e-04
4.285999999999999810e-01 3.209000000000000047e-02 3.182701612657811707e-01
8.570999999999999730e-01 3.209000000000000047e-02 8.930258483748653164e-01
1.000000000000000000e+00 3.209000000000000047e-02 5.570207115657327401e-01
0.000000000000000000e+00 3.742999999999999799e-02 7.382742999271586781e-03
4.285999999999999810e-01 3.742999999999999799e-02 3.136708709244835913e-01
8.570999999999999730e-01 3.742999999999999799e-02 8.762121307411246951e-01
1.000000000000000000e+00 3.742999999999999799e-02 5.599639287257590636e-01
0.000000000000000000e+00 4.277999999999999858e-02 6.973847311794678866e-04
4.285999999999999810e-01 4.277999999999999858e-02 3.165680353328071406e-01
8.570999999999999730e-01 4.277999999999999858e-02 8.603502037884981357e-01
1.000000000000000000e+00 4.277999999999999858e-02 5.598371315019079475e-01
0.000000000000000000e+00 4.812999999999999917e-02 1.697764108473413889e-03
4.285999999999999810e-01 4.812999999999999917e-02 3.156234467340076622e-01
8.570999999999999730e-01 4.812999999999999917e-02 8.462012566112072642e-01
1.000000000000000000e+00 4.812999999999999917e-02 5.553906064559060995e-01
0.000000000000000000e+00 5.347999999999999976e-02 1.267972238508549305e-03
4.285999999999999810e-01 5.347999999999999976e-02 3.161306356294113495e-01
8.570999999999999730e-01 5.347999999999999976e-02 8.314809104243549021e-01
1.000000000000000000e+00 5.347999999999999976e-02 5.528911795793577388e-01
0.000000000000000000e+00 5.881999999999999729e-02 4.635300752871148421e-03
4.285999999999999810e-01 5.881999999999999729e-02 3.192781484765060962e-01
8.570999999999999730e-01 5.881999999999999729e-02 8.072439761174893258e-01
1.000000000000000000e+00 5.881999999999999729e-02 5.510074800218293101e-01
0.000000000000000000e+00 6.417000000000000481e-02 1.887959944249534066e-03
4.285999999999999810e-01 6.417000000000000481e-02 3.143016110348073600e-01
8.570999999999999730e-01 6.417000000000000481e-02 8.042619082880752002e-01
1.000000000000000000e+00 6.417000000000000481e-02 5.485654669282409301e-01
0.000000000000000000e+00 6.951999999999999846e-02 2.761440659913548274e-03
4.285999999999999810e-01 6.951999999999999846e-02 3.142382124228820239e-01
8.570999999999999730e-01 6.951999999999999846e-02 7.910012517421938227e-01
1.000000000000000000e+00 6.951999999999999846e-02 5.444932472870467333e-01
0.000000000000000000e+00 7.487000000000000599e-02 3.332028167242269412e-03
4.285999999999999810e-01 7.487000000000000599e-02 3.143048570437380618e-01
8.570999999999999730e-01 7.487000000000000599e-02 7.788821759620866425e-01
1.000000000000000000e+00 7.487000000000000599e-02 5.420572190224237641e-01
0.000000000000000000e+00 8.021000000000000352e-02 3.888617261058241025e-03
4.285999999999999810e-01 8.021000000000000352e-02 3.124124338372086807e-01
8.570999999999999730e-01 8.021000000000000352e-02 7.663198170873967152e-01
1.000000000000000000e+00 8.021000000000000352e-02 5.461867510087986544e-01
0.000000000000000000e+00 8.555999999999999717e-02 3.015035107615041989e-03
4.285999999999999810e-01 8.555999999999999717e-02 3.124758324491340722e-01
8.570999999999999730e-01 8.555999999999999717e-02 7.552163363514453609e-01
1.000000000000000000e+00 8.555999999999999717e-02 5.457490469920657228e-01
0.000000000000000000e+00 9.091000000000000469e-02 1.267972238508549305e-03
4.285999999999999810e-01 9.091000000000000469e-02 3.120985853487329709e-01
8.570999999999999730e-01 9.091000000000000469e-02 7.441762542274193981e-01
1.000000000000000000e+00 9.091000000000000469e-02 5.438714337012818811e-01
0.000000000000000000e+00 9.625999999999999834e-02 3.395426779167642732e-03
4.285999999999999810e-01 9.625999999999999834e-02 3.113441925857099446e-01
8.570999999999999730e-01 9.625999999999999834e-02 7.332629693272442184e-01
1.000000000000000000e+00 9.625999999999999834e-02 5.406173097483732981e-01
0.000000000000000000e+00 1.015999999999999959e-01 9.017108495819627784e-03
4.285999999999999810e-01 1.015999999999999959e-01 3.068083008563377012e-01
8.570999999999999730e-01 1.015999999999999959e-01 7.205733060398082923e-01
1.000000000000000000e+00 1.015999999999999959e-01 5.411184123770319543e-01
0.000000000000000000e+00 1.069500000000000034e-01 4.395806156461588843e-03
