0.0	0.912126	0.826265	0.918088	1.306734	0.408927
0.033333	0.912295	0.826435	0.918258	1.306445	0.448591
0.066667	0.912295	0.826435	0.917799	1.306445	0.477522
0.1	0.912068	0.826666	0.91803	1.306217	0.506684
0.133333	0.911782	0.82684	0.919121	1.30685	0.532115
0.166667	0.911898	0.826955	0.919237	1.306965	0.55014
0.2	0.911555	0.827071	0.919352	1.306162	0.564951
0.233333	0.911096	0.82753	0.918894	1.306622	0.576431
0.266667	0.911786	0.827302	0.919583	1.306394	0.587684
0.3	0.911212	0.828104	0.919009	1.306278	0.599508
0.333333	0.911385	0.82736	0.918724	1.306451	0.614836
0.366667	0.911216	0.828566	0.919013	1.306281	0.630279
0.4	0.911273	0.828165	0.919071	1.306339	0.644573
0.433333	0.911389	0.828281	0.918728	1.306914	0.659383
0.466667	0.911389	0.82874	0.919186	1.306454	0.67316
0.5	0.911678	0.829029	0.918558	1.306743	0.685389
0.533333	0.912079	0.828971	0.9185	1.306226	0.695434
0.566667	0.912426	0.828859	0.918847	1.306573	0.706802
0.6	0.912025	0.828917	0.918905	1.306631	0.715126
0.633333	0.912426	0.829318	0.918847	1.306573	0.724253
0.666667	0.912372	0.829722	0.91971	1.306978	0.732464
0.7	0.912661	0.830011	0.91954	1.307267	0.74056
0.733333	0.912718	0.830069	0.91914	1.307324	0.748424
0.766667	0.912834	0.830185	0.918797	1.30744	0.755887
0.8	0.911971	0.828862	0.918851	1.307495	0.76283
0.833333	0.912086	0.828978	0.918049	1.307151	0.770753
0.866667	0.912834	0.829726	0.918338	1.30744	0.777471
0.9	0.912892	0.830242	0.918854	1.307498	0.78258
0.933333	0.913181	0.830531	0.918226	1.307327	0.787921
