0.	0.	0.	0.
0.1	0.	0.	0.
0.2	0.	0.	5.421010862427522e-20
0.30000000000000004	0.	0.	0.
0.4	0.	0.	0.
0.5	0.	0.	0.
0.6000000000000001	0.	0.	0.
0.7000000000000001	0.	0.	0.
0.8	0.	0.	0.
0.9	0.	0.	-2.168404344971009e-19
1.	0.	0.	4.81482486096809e-35
0.	0.05	0.	0.
0.1	0.05	0.	0.19367838392421238
0.2	0.05	0.	0.2503585580384318
0.30000000000000004	0.05	0.	0.30649409791933757
0.4	0.05	0.	0.37437440013589385
0.5	0.05	0.	0.4572622655383659
0.6000000000000001	0.05	0.	0.5584992478913277
0.7000000000000001	0.05	0.	0.6820242454791515
0.8	0.05	0.	0.8288632466004127
0.9	0.05	0.	0.9315041673269151
1.	0.05	0.	0.011901622130290113
0.	0.1	0.	0.
0.1	0.1	0.	0.19989668979620911
0.2	0.1	0.	0.2606906055893868
0.30000000000000004	0.1	0.	0.3197397423527184
0.4	0.1	0.	0.39063001766809863
0.5	0.1	0.	0.4771210160343416
0.6000000000000001	0.1	0.	0.582720441585571
0.7000000000000001	0.1	0.	0.7111586992622394
0.8	0.1	0.	0.860884408402943
0.9	0.1	0.	0.9557991141414351
1.	0.1	0.	0.012018489647063646
0.	0.15000000000000002	0.	0.
0.1	0.15000000000000002	0.	0.2001309916249427
0.2	0.15000000000000002	0.	0.26111439288533794
0.30000000000000004	0.15000000000000002	0.	0.3203128992666943
0.4	0.15000000000000002	0.	0.3913453409368524
0.5	0.15000000000000002	0.	0.47799542285712193
0.6000000000000001	0.15000000000000002	0.	0.5837719807393109
0.7000000000000001	0.15000000000000002	0.	0.7123579263388128
0.8	0.15000000000000002	0.	0.8620583700297012
0.9	0.15000000000000002	0.	0.9565731223814965
1.	0.15000000000000002	0.	0.012022273132710315
0.	0.2	0.	0.
0.1	0.2	0.	0.2001372346565105
0.2	0.2	0.	0.26112769097753225
0.30000000000000004	0.2	0.	0.32033181588964565
0.4	0.2	0.	0.39136952657461926
0.5	0.2	0.	0.4780248305917291
0.6000000000000001	0.2	0.	0.5838060668706007
0.7000000000000001	0.2	0.	0.7123936009839137
0.8	0.2	0.	0.862089449598697
0.9	0.2	0.	0.9565863568125633
1.	0.2	0.	0.012022372486973243
0.	0.25	0.	0.
0.1	0.25	0.	0.2001389732632738
0.2	0.25	0.	0.2611303122742169
0.30000000000000004	0.25	0.	0.32033535553125686
0.4	0.25	0.	0.39137393702328227
0.5	0.25	0.	0.47803021610954777
0.6000000000000001	0.25	0.	0.5838124781153837
0.7000000000000001	0.25	0.	0.7124009476695427
