# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.553372070312500000e+03 2.347563952207565308e-01 5.016044378280639648e-01 1.401815414428710938e-01 3.823047876358032227e-01 9.279896484375000000e+03 2.347563952207565308e-01 5.016044378280639648e-01 1.401815265417098999e-01 3.823048174381256104e-01
1.000000000000000000e+03 2.027688361704349518e-02 4.203183925710618496e-04 3.630049824714660645e-01 1.970895230770111084e-01 1.815176457166671753e-01 1.332624629139900208e-02 4.203183925710618496e-04 3.630049824714660645e-01 1.970895230770111084e-01 1.815176457166671753e-01
2.000000000000000000e+03 1.750714494846761227e-03 4.584286070894449949e-04 3.621175587177276611e-01 1.975875645875930786e-01 1.813181638717651367e-01 1.756681827828288078e-03 4.584286070894449949e-04 3.621175587177276611e-01 1.975875645875930786e-01 1.813181787729263306e-01
3.000000000000000000e+03 1.498028170317411423e-03 4.639068210963159800e-04 3.615382015705108643e-01 1.975034326314926147e-01 1.811032444238662720e-01 1.386256888508796692e-03 4.639068210963159800e-04 3.615381717681884766e-01 1.975034326314926147e-01 1.811032444238662720e-01
4.000000000000000000e+03 1.723282504826784134e-03 4.628798633348196745e-04 3.609443604946136475e-01 1.973114758729934692e-01 1.808655560016632080e-01 1.309219398535788059e-03 4.628798633348196745e-04 3.609443604946136475e-01 1.973114907741546631e-01 1.808655560016632080e-01
5.000000000000000000e+03 2.098655793815851212e-03 4.614489735104143620e-04 3.603344857692718506e-01 1.971089392900466919e-01 1.806202530860900879e-01 1.364027499221265316e-03 4.614489444065839052e-04 3.603344261646270752e-01 1.971089392900466919e-01 1.806202530860900879e-01
6.000000000000000000e+03 2.498099347576498985e-03 4.585439164657145739e-04 3.598475158214569092e-01 1.968953758478164673e-01 1.804112792015075684e-01 1.532320515252649784e-03 4.585439164657145739e-04 3.598474860191345215e-01 1.968953758478164673e-01 1.804112792015075684e-01
7.000000000000000000e+03 5.612089764326810837e-03 4.633020143955945969e-04 3.600699901580810547e-01 1.968619674444198608e-01 1.805487126111984253e-01 4.616286605596542358e-03 4.633020143955945969e-04 3.600700199604034424e-01 1.968619674444198608e-01 1.805487126111984253e-01
8.000000000000000000e+03 2.557597123086452484e-03 4.514050669968128204e-04 3.596243560314178467e-01 1.966869384050369263e-01 1.802939176559448242e-01 1.553120790049433708e-03 4.514051543083041906e-04 3.596243560314178467e-01 1.966869384050369263e-01 1.802939176559448242e-01
9.000000000000000000e+03 8.516671136021614075e-03 4.587943549267947674e-04 3.599470555782318115e-01 1.965800225734710693e-01 1.804533600807189941e-01 6.928702350705862045e-03 4.587943549267947674e-04 3.599470555782318115e-01 1.965800374746322632e-01 1.804533600807189941e-01
1.000000000000000000e+04 2.661702921614050865e-03 4.452490829862654209e-04 3.593854606151580811e-01 1.963575780391693115e-01 1.801233440637588501e-01 1.646717311814427376e-03 4.452490247786045074e-04 3.593854606151580811e-01 1.963575780391693115e-01 1.801233440637588501e-01
1.100000000000000000e+04 2.969657303765416145e-03 4.407082451507449150e-04 3.590497374534606934e-01 1.960169523954391479e-01 1.799117922782897949e-01 1.870601670816540718e-03 4.407082451507449150e-04 3.590497374534606934e-01 1.960169523954391479e-01 1.799117922782897949e-01
1.200000000000000000e+04 3.230503294616937637e-03 4.374108975753188133e-04 3.585189580917358398e-01 1.955943554639816284e-01 1.796184927225112915e-01 1.912438427098095417e-03 4.374108975753188133e-04 3.585189580917358398e-01 1.955943554639816284e-01 1.796184927225112915e-01
1.300000000000000000e+04 4.463828168809413910e-03 4.321852757129818201e-04 3.577824831008911133e-01 1.949832141399383545e-01 1.792234927415847778e-01 2.945400308817625046e-03 4.321852757129818201e-04 3.577824831008911133e-01 1.949832141399383545e-01 1.792234927415847778e-01
1.400000000000000000e+04 4.548369441181421280e-03 4.094694158993661404e-04 3.566264808177947998e-01 1.937486827373504639e-01 1.785180568695068359e-01 2.588525880128145218e-03 4.094694158993661404e-04 3.566264808177947998e-01 1.937486976385116577e-01 1.785180568695068359e-01
1.500000000000000000e+04 3.647409379482269287e-01 4.074712924193590879e-04 3.583589792251586914e-01 1.912599354982376099e-01 1.792232096195220947e-01 3.521392345428466797e-01 4.074712924193590879e-04 3.583589494228363037e-01 1.912599354982376099e-01 1.792232096195220947e-01
1.600000000000000000e+04 1.567216590046882629e-02 2.108538756147027016e-04 3.460852503776550293e-01 1.799509525299072266e-01 1.719785779714584351e-01 1.405886095017194748e-02 2.108538756147027016e-04 3.460852503776550293e-01 1.799509525299072266e-01 1.719785779714584351e-01
1.700000000000000000e+04 2.536290287971496582e-01 1.857058668974786997e-04 3.408733010292053223e-01 1.772647351026535034e-01 1.690928041934967041e-01 2.419674545526504517e-01 1.857058668974786997e-04 3.408733010292053223e-01 1.772647649049758911e-01 1.690928041934967041e-01
1.800000000000000000e+04 1.987168565392494202e-02 2.130832581315189600e-04 3.413649797439575195e-01 1.757591664791107178e-01 1.693143695592880249e-01 1.777687855064868927e-02 2.130831999238580465e-04 3.413649797439575195e-01 1.757591664791107178e-01 1.693143695592880249e-01
