# step, loss_train, loss_test, metrics_test
1.900000000000000000e+04 2.126188389956951141e-02 2.189053921028971672e-04 3.389553129673004150e-01 1.738983541727066040e-01 1.679914891719818115e-01 1.890811882913112640e-02 2.189053629990667105e-04 3.389553129673004150e-01 1.738983541727066040e-01 1.679914891719818115e-01
2.000000000000000000e+04 2.335129305720329285e-02 2.365389082115143538e-04 3.351192772388458252e-01 1.710162013769149780e-01 1.659314632415771484e-01 2.070257253944873810e-02 2.365388645557686687e-04 3.351192772388458252e-01 1.710162013769149780e-01 1.659314632415771484e-01
2.100000000000000000e+04 1.900131851434707642e-01 2.874422352761030197e-04 3.264513015747070312e-01 1.660925000905990601e-01 1.612570881843566895e-01 1.656789928674697876e-01 2.874422352761030197e-04 3.264513015747070312e-01 1.660925000905990601e-01 1.612570881843566895e-01
2.200000000000000000e+04 2.757664583623409271e-02 3.799191617872565985e-04 3.089416325092315674e-01 1.567934751510620117e-01 1.528984159231185913e-01 1.742808707058429718e-02 3.799191326834261417e-04 3.089416325092315674e-01 1.567934751510620117e-01 1.528984159231185913e-01
2.300000000000000000e+04 2.732528746128082275e-02 3.407994983717799187e-03 2.666123211383819580e-01 1.249398961663246155e-01 1.290672719478607178e-01 2.016829326748847961e-02 3.407994983717799187e-03 2.666123211383819580e-01 1.249399185180664062e-01 1.290672719478607178e-01
2.400000000000000000e+04 5.856169760227203369e-02 4.855589009821414948e-03 2.476073801517486572e-01 1.187576428055763245e-01 1.197388693690299988e-01 4.526825621724128723e-02 4.855589009821414948e-03 2.476073801517486572e-01 1.187576502561569214e-01 1.197388693690299988e-01
2.500000000000000000e+04 2.769634500145912170e-02 6.410136353224515915e-03 2.294734418392181396e-01 1.144607439637184143e-01 1.109542027115821838e-01 2.062059380114078522e-02 6.410136353224515915e-03 2.294734716415405273e-01 1.144607439637184143e-01 1.109542027115821838e-01
2.600000000000000000e+04 3.030646033585071564e-02 7.610093802213668823e-03 2.129747122526168823e-01 1.128107532858848572e-01 1.031152680516242981e-01 2.065566927194595337e-02 7.610093802213668823e-03 2.129747122526168823e-01 1.128107532858848572e-01 1.031152680516242981e-01
2.700000000000000000e+04 2.271371707320213318e-02 8.582427166402339935e-03 2.005529850721359253e-01 1.127009987831115723e-01 9.717156738042831421e-02 1.616054773330688477e-02 8.582428097724914551e-03 2.005529850721359253e-01 1.127009987831115723e-01 9.717156738042831421e-02
2.800000000000000000e+04 2.027698233723640442e-02 9.171876125037670135e-03 1.899668425321578979e-01 1.135645881295204163e-01 9.217540919780731201e-02 1.351734437048435211e-02 9.171876125037670135e-03 1.899668425321578979e-01 1.135645881295204163e-01 9.217540919780731201e-02
2.900000000000000000e+04 2.813254483044147491e-02 9.166134521365165710e-03 1.815262883901596069e-01 1.150260567665100098e-01 8.819387108087539673e-02 2.423814870417118073e-02 9.166134521365165710e-03 1.815262883901596069e-01 1.150260567665100098e-01 8.819387108087539673e-02
3.000000000000000000e+04 4.072109982371330261e-02 9.333521127700805664e-03 1.711274832487106323e-01 1.175873056054115295e-01 8.323182165622711182e-02 2.632999233901500702e-02 9.333521127700805664e-03 1.711274832487106323e-01 1.175873056054115295e-01 8.323182165622711182e-02
3.100000000000000000e+04 1.575398445129394531e-01 7.786743342876434326e-03 1.661127656698226929e-01 1.186097189784049988e-01 8.101627975702285767e-02 1.395068168640136719e-01 7.786742411553859711e-03 1.661127507686614990e-01 1.186097189784049988e-01 8.101627975702285767e-02
3.200000000000000000e+04 8.635287731885910034e-02 7.527063600718975067e-03 1.605667173862457275e-01 1.203109547495841980e-01 7.838690280914306641e-02 7.543171197175979614e-02 7.527063600718975067e-03 1.605667322874069214e-01 1.203109547495841980e-01 7.838690280914306641e-02
3.300000000000000000e+04 1.107852905988693237e-02 7.905671373009681702e-03 1.490643173456192017e-01 1.254379153251647949e-01 7.284656167030334473e-02 5.763832479715347290e-03 7.905669510364532471e-03 1.490643322467803955e-01 1.254379004240036011e-01 7.284656167030334473e-02
3.400000000000000000e+04 1.040156465023756027e-02 7.181660272181034088e-03 1.462067514657974243e-01 1.266001313924789429e-01 7.165132462978363037e-02 5.167304538190364838e-03 7.181659340858459473e-03 1.462067365646362305e-01 1.266001164913177490e-01 7.165132462978363037e-02
3.500000000000000000e+04 8.593921549618244171e-03 6.548604462295770645e-03 1.393415778875350952e-01 1.302273124456405640e-01 6.838950514793395996e-02 3.723209025338292122e-03 6.548603530973196030e-03 1.393415778875350952e-01 1.302273124456405640e-01 6.838950514793395996e-02
3.600000000000000000e+04 8.043445646762847900e-03 5.905211437493562698e-03 1.359333693981170654e-01 1.320511698722839355e-01 6.689447909593582153e-02 3.410925623029470444e-03 5.905210971832275391e-03 1.359333693981170654e-01 1.320511847734451294e-01 6.689447909593582153e-02
3.700000000000000000e+04 7.775072939693927765e-03 5.567558109760284424e-03 1.322610825300216675e-01 1.343846172094345093e-01 6.515511125326156616e-02 3.440792439505457878e-03 5.567558575421571732e-03 1.322610825300216675e-01 1.343846172094345093e-01 6.515511870384216309e-02
3.800000000000000000e+04 7.949560880661010742e-03 5.379759240895509720e-03 1.290799379348754883e-01 1.363958865404129028e-01 6.369936466217041016e-02 3.582632401958107948e-03 5.379759240895509720e-03 1.290799379348754883e-01 1.363958865404129028e-01 6.369936466217041016e-02
3.900000000000000000e+04 9.073828347027301788e-03 5.174671299755573273e-03 1.273931115865707397e-01 1.374936401844024658e-01 6.295622885227203369e-02 4.520304035395383835e-03 5.174671765416860580e-03 1.273931115865707397e-01 1.374936401844024658e-01 6.295622885227203369e-02
4.000000000000000000e+04 9.144791401922702789e-03 4.896586295217275620e-03 1.250005513429641724e-01 1.392297595739364624e-01 6.188122928142547607e-02 4.576419014483690262e-03 4.896585829555988312e-03 1.250005513429641724e-01 1.392297595739364624e-01 6.188122928142547607e-02
4.100000000000000000e+04 2.688095159828662872e-02 4.669489804655313492e-03 1.238009408116340637e-01 1.396263539791107178e-01 6.143004447221755981e-02 2.736732177436351776e-02 4.669489338994026184e-03 1.238009259104728699e-01 1.396263539791107178e-01 6.143003702163696289e-02
4.200000000000000000e+04 8.442554622888565063e-03 4.485023673623800278e-03 1.220526546239852905e-01 1.411317288875579834e-01 6.062399968504905701e-02 5.266672931611537933e-03 4.485024604946374893e-03 1.220526546239852905e-01 1.411317139863967896e-01 6.062399968504905701e-02
4.300000000000000000e+04 5.827190354466438293e-03 4.317617509514093399e-03 1.214558482170104980e-01 1.413455307483673096e-01 6.048917770385742188e-02 3.538207616657018661e-03 4.317617509514093399e-03 1.214558407664299011e-01 1.413455307483673096e-01 6.048917770385742188e-02
4.400000000000000000e+04 1.509824302047491074e-02 4.171605687588453293e-03 1.200596615672111511e-01 1.426610946655273438e-01 5.986467376351356506e-02 1.225076988339424133e-02 4.171605687588453293e-03 1.200596615672111511e-01 1.426610797643661499e-01 5.986467376351356506e-02
4.500000000000000000e+04 1.544467080384492874e-02 4.110801499336957932e-03 1.186094284057617188e-01 1.432494372129440308e-01 5.922167375683784485e-02 1.540178060531616211e-02 4.110801499336957932e-03 1.186094135046005249e-01 1.432494372129440308e-01 5.922167375683784485e-02
4.600000000000000000e+04 6.380843464285135269e-03 3.905130783095955849e-03 1.180839613080024719e-01 1.438077539205551147e-01 5.910268798470497131e-02 4.379034973680973053e-03 3.905130783095955849e-03 1.180839464068412781e-01 1.438077539205551147e-01 5.910268798470497131e-02
4.700000000000000000e+04 4.951482638716697693e-03 3.806938417255878448e-03 1.172435209155082703e-01 1.442975997924804688e-01 5.875391140580177307e-02 3.401466412469744682e-03 3.806937951594591141e-03 1.172435209155082703e-01 1.442975997924804688e-01 5.875391513109207153e-02
4.800000000000000000e+04 5.040516145527362823e-03 3.661743598058819771e-03 1.167343556880950928e-01 1.446691006422042847e-01 5.857111141085624695e-02 3.592661349102854729e-03 3.661743598058819771e-03 1.167343556880950928e-01 1.446691006422042847e-01 5.857111141085624695e-02
4.900000000000000000e+04 4.709754604846239090e-03 3.651717444881796837e-03 1.155285462737083435e-01 1.455375701189041138e-01 5.803221836686134338e-02 3.051629289984703064e-03 3.651717444881796837e-03 1.155285462737083435e-01 1.455375850200653076e-01 5.803221836686134338e-02
5.000000000000000000e+04 4.424381535500288010e-03 3.574411850422620773e-03 1.148323640227317810e-01 1.459024250507354736e-01 5.780436098575592041e-02 2.876200946047902107e-03 3.574411384761333466e-03 1.148323640227317810e-01 1.459024250507354736e-01 5.780436098575592041e-02
