# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.683613901259377599e-05 2.161009907722473145e-01 3.173456420898437500e+02 1.568758726119995117e+00 4.485251338337548077e-05 2.161009907722473145e-01 3.173456420898437500e+02 1.568758726119995117e+00
1.000000000000000000e+03 3.162195906043052673e-02 1.978581957519054413e-02 4.923339933156967163e-03 1.012730523943901062e-01 1.672723330557346344e-02 1.978581957519054413e-02 4.923339933156967163e-03 1.012730523943901062e-01
2.000000000000000000e+03 6.756535265594720840e-03 5.403274670243263245e-03 3.013098030351102352e-04 2.802412025630474091e-02 2.451231470331549644e-03 5.403274670243263245e-03 3.013098030351102352e-04 2.802412025630474091e-02
3.000000000000000000e+03 2.560399007052183151e-03 1.618548645637929440e-03 1.249197957804426551e-04 1.227884739637374878e-02 9.573276620358228683e-04 1.618548645637929440e-03 1.249197957804426551e-04 1.227884739637374878e-02
4.000000000000000000e+03 1.233118236996233463e-03 6.098515004850924015e-04 9.374237561132758856e-05 7.876132614910602570e-03 4.192010383121669292e-04 6.098515004850924015e-04 9.374237561132758856e-05 7.876132614910602570e-03
5.000000000000000000e+03 8.297203457914292812e-04 1.307513302890583873e-04 8.403236279264092445e-06 5.263918545097112656e-03 2.899221144616603851e-04 1.307513302890583873e-04 8.403236279264092445e-06 5.263918545097112656e-03
6.000000000000000000e+03 6.154708098620176315e-04 1.056145774782635272e-04 2.409471562714315951e-05 3.781398292630910873e-03 2.097967226291075349e-04 1.056145774782635272e-04 2.409471562714315951e-05 3.781398292630910873e-03
7.000000000000000000e+03 2.380820224061608315e-03 5.470782052725553513e-03 8.286856114864349365e-03 9.271522611379623413e-02 1.328554470092058182e-03 5.470782052725553513e-03 8.286856114864349365e-03 9.271522611379623413e-02
8.000000000000000000e+03 1.783417188562452793e-03 1.667600474320352077e-03 5.187944625504314899e-04 2.520351484417915344e-02 1.131946104578673840e-03 1.667600474320352077e-03 5.187944625504314899e-04 2.520351484417915344e-02
9.000000000000000000e+03 1.325494027696549892e-03 5.225547356531023979e-04 1.756910060066729784e-04 1.372295059263706207e-02 5.913196364417672157e-04 5.225547356531023979e-04 1.756910060066729784e-04 1.372295059263706207e-02
1.000000000000000000e+04 1.214231946505606174e-03 3.466905327513813972e-04 8.845298725645989180e-05 1.007166970521211624e-02 4.097448254469782114e-04 3.466905327513813972e-04 8.845298725645989180e-05 1.007166970521211624e-02
1.100000000000000000e+04 1.007524086162447929e-03 2.429038286209106445e-04 6.698736251564696431e-05 7.431238424032926559e-03 2.957358083222061396e-04 2.429038286209106445e-04 6.698736251564696431e-05 7.431238424032926559e-03
1.200000000000000000e+04 5.666509387083351612e-04 1.020964933559298515e-03 3.795540034770965576e-01 4.152785055339336395e-03 2.040992840193212032e-04 1.020964933559298515e-03 3.795540034770965576e-01 4.152785055339336395e-03
1.300000000000000000e+04 4.899624036625027657e-04 1.963717368198558688e-04 2.177209593355655670e-02 3.032506443560123444e-03 1.702180452411994338e-04 1.963717368198558688e-04 2.177209593355655670e-02 3.032506443560123444e-03
1.400000000000000000e+04 4.100304504390805960e-04 1.308074133703485131e-04 9.997024790209252387e-06 2.388621680438518524e-03 1.433893048670142889e-04 1.308074133703485131e-04 9.997024790209252387e-06 2.388621680438518524e-03
1.500000000000000000e+04 1.120230648666620255e-03 4.553599283099174500e-04 3.168421238660812378e-02 2.195616485550999641e-03 3.034654946532100439e-04 4.553599283099174500e-04 3.168421238660812378e-02 2.195616485550999641e-03
1.600000000000000000e+04 4.994168411940336227e-04 9.927633072948083282e-05 6.449436477851122618e-05 1.713116187602281570e-03 2.165811747545376420e-04 9.927633072948083282e-05 6.449436477851122618e-05 1.713116187602281570e-03
1.700000000000000000e+04 3.042360185645520687e-04 8.066284499363973737e-05 6.215716439328389242e-07 1.104256021790206432e-03 1.070606740540824831e-04 8.066284499363973737e-05 6.215716439328389242e-07 1.104256021790206432e-03
1.800000000000000000e+04 2.884822897613048553e-04 6.678771023871377110e-05 1.450949548598146066e-05 9.059591102413833141e-04 1.047122641466557980e-04 6.678771023871377110e-05 1.450949548598146066e-05 9.059591102413833141e-04
1.900000000000000000e+04 2.560117281973361969e-04 5.927476377109996974e-05 2.360326107009314001e-06 7.603541598655283451e-04 8.956097735790535808e-05 5.927476377109996974e-05 2.360326107009314001e-06 7.603541598655283451e-04
2.000000000000000000e+04 1.261714380234479904e-03 1.576125156134366989e-03 2.061877166852355003e-04 2.085172012448310852e-02 5.179210565984249115e-04 1.576125156134366989e-03 2.061877166852355003e-04 2.085172012448310852e-02
2.100000000000000000e+04 6.988939130678772926e-04 4.407064989209175110e-04 1.259534110431559384e-05 6.149657536298036575e-03 2.918148529715836048e-04 4.407064989209175110e-04 1.259534110431559384e-05 6.149657536298036575e-03
2.200000000000000000e+04 4.035398305859416723e-04 2.345861721551045775e-04 7.514694061683258042e-06 2.377088414505124092e-03 1.530494046164676547e-04 2.345861721551045775e-04 7.514694061683258042e-06 2.377088414505124092e-03
2.300000000000000000e+04 2.724489895626902580e-04 1.610754843568429351e-04 2.165197627618908882e-03 1.199028803966939449e-03 9.257357305614277720e-05 1.610754843568429351e-04 2.165197627618908882e-03 1.199028803966939449e-03
2.400000000000000000e+04 2.064875443466007710e-04 7.734767132205888629e-05 1.681863795965909958e-05 7.305317558348178864e-04 6.390165071934461594e-05 7.734767132205888629e-05 1.681863795965909958e-05 7.305317558348178864e-04
2.500000000000000000e+04 2.099972334690392017e-04 2.067994355456903577e-04 2.476864494383335114e-02 7.008601678535342216e-04 6.976869190111756325e-05 2.067994355456903577e-04 2.476864494383335114e-02 7.008601678535342216e-04
2.600000000000000000e+04 1.746663619996979833e-04 3.660298898466862738e-05 6.423603917937725782e-05 5.808221758343279362e-04 5.209760274738073349e-05 3.660298898466862738e-05 6.423603917937725782e-05 5.808221758343279362e-04
2.700000000000000000e+04 1.000405638478696346e-03 3.134262806270271540e-04 3.040273804799653590e-05 7.603546604514122009e-03 3.454523102845996618e-04 3.134262806270271540e-04 3.040273804799653590e-05 7.603546604514122009e-03
2.800000000000000000e+04 3.731488250195980072e-04 1.173954588011838496e-04 2.394904413449694403e-06 1.884340657852590084e-03 1.371171674691140652e-04 1.173954588011838496e-04 2.394904413449694403e-06 1.884340657852590084e-03
2.900000000000000000e+04 2.281686029164120555e-04 5.578429045272059739e-05 4.816270120500121266e-07 9.759741369634866714e-04 8.425288251601159573e-05 5.578429045272059739e-05 4.816270120500121266e-07 9.759741369634866714e-04
3.000000000000000000e+04 1.672073121881112456e-04 4.281359724700450897e-05 3.485219785943627357e-04 7.316526607610285282e-04 6.124279752839356661e-05 4.281359724700450897e-05 3.485219785943627357e-04 7.316526607610285282e-04
3.100000000000000000e+04 1.451983844162896276e-04 2.755950299615506083e-05 9.544565546093508601e-05 5.728244432248175144e-04 4.944356987834908068e-05 2.755950299615506083e-05 9.544565546093508601e-05 5.728244432248175144e-04
3.200000000000000000e+04 1.405391085427254438e-04 1.396313164150342345e-04 2.194111049175262451e-02 6.493027321994304657e-04 3.456168997217901051e-05 1.396313164150342345e-04 2.194111049175262451e-02 6.493027321994304657e-04
3.300000000000000000e+04 1.971044577658176422e-03 1.815629657357931137e-03 1.444758963771164417e-04 2.352767623960971832e-02 7.299475837498903275e-04 1.815629657357931137e-03 1.444758963771164417e-04 2.352767623960971832e-02
3.400000000000000000e+04 5.949679762125015259e-04 5.682585178874433041e-04 7.804937922628596425e-06 6.190955173224210739e-03 2.060247934423387051e-04 5.682585178874433041e-04 7.804937922628596425e-06 6.190955173224210739e-03
