0.0	0.0742	0.2804	0.7379	0.4929	0.272
0.0006	0.0743	0.2805	0.738	0.4907	0.2721
0.0122	0.0724	0.2765	0.7204	0.4882	0.2806
0.0178	0.0715	0.2728	0.7115	0.5405	0.2871
0.0233	0.073	0.272	0.7075	0.55	0.2896
0.0289	0.0691	0.2692	0.7004	0.5472	0.2942
0.0344	0.0698	0.2681	0.6951	0.5503	0.2986
0.04	0.0665	0.2637	0.6874	0.5478	0.2989
0.0456	0.0736	0.2656	0.7039	0.5312	0.305
0.0511	0.0682	0.2635	0.6802	0.5657	0.3056
0.0567	0.0668	0.2615	0.6753	0.5433	0.3106
0.0622	0.0665	0.2616	0.6712	0.5536	0.3125
0.0678	0.0642	0.2596	0.657	0.5646	0.3142
0.0733	0.0661	0.2592	0.6627	0.5707	0.3167
0.0789	0.0619	0.2558	0.6569	0.5618	0.3174
0.0844	0.0629	0.2568	0.6546	0.5641	0.3207
0.09	0.062	0.255	0.65	0.5438	0.3226
0.0956	0.0642	0.2558	0.6489	0.546	0.3271
0.1011	0.0622	0.2541	0.6449	0.5526	0.3282
0.1067	0.0632	0.2532	0.6384	0.5578	0.3301
0.1122	0.0602	0.2511	0.6372	0.5298	0.3322
0.1178	0.0568	0.2511	0.6048	0.5432	0.3313
0.1233	0.0609	0.2516	0.6335	0.5377	0.3365
0.1289	0.0602	0.2486	0.6286	0.5579	0.3348
0.1344	0.0604	0.2501	0.6282	0.5464	0.34
0.14	0.06	0.2493	0.6246	0.5331	0.3419
0.1456	0.0599	0.25	0.623	0.557	0.3432
0.1511	0.0581	0.2485	0.6201	0.5579	0.3449
0.1567	0.0589	0.2484	0.618	0.5391	0.3475
0.1622	0.0611	0.2452	0.6412	0.5406	0.3504
0.1678	0.058	0.2475	0.6129	0.5248	0.3531
0.1733	0.0576	0.2456	0.6101	0.5211	0.3554
0.1789	0.0589	0.246	0.6082	0.5354	0.3582
0.1844	0.0573	0.2453	0.6046	0.5254	0.3579
0.19	0.0567	0.245	0.6029	0.5191	0.359
0.1956	0.0553	0.2444	0.5756	0.5413	0.3608
0.2011	0.0571	0.2436	0.5977	0.5251	0.3645
0.2067	0.0575	0.2439	0.5966	0.5092	0.3662
0.2122	0.0545	0.2413	0.5922	0.5187	0.3646
0.2178	0.0568	0.2431	0.5926	0.5201	0.3701
0.2233	0.0557	0.2393	0.5883	0.52	0.3677
0.2289	0.0564	0.2422	0.5879	0.5256	0.3733
0.2344	0.0556	0.2404	0.5847	0.5299	0.3744
0.24	0.055	0.2398	0.5827	0.5354	0.3747
0.2456	0.0553	0.2405	0.582	0.4994	0.3767
0.2511	0.0534	0.2381	0.5772	0.5044	0.3767
0.2567	0.0567	0.2387	0.5774	0.5111	0.3792
0.2622	0.0568	0.2383	0.576	0.5167	0.3815
0.2678	0.0556	0.2385	0.5729	0.5104	0.3845
0.2733	0.06	0.238	0.6019	0.4946	0.3877
0.2789	0.0552	0.2375	0.5691	0.5201	0.389
0.2844	0.0552	0.2379	0.5667	0.5061	0.3909
0.29	0.052	0.2343	0.5621	0.503	0.3891
0.2956	0.0538	0.2364	0.5619	0.5065	0.3926
0.3011	0.0549	0.2376	0.5612	0.5002	0.3952
0.3067	0.0548	0.236	0.5587	0.494	0.3964
0.3122	0.0536	0.2357	0.5565	0.5072	0.397
0.3178	0.0556	0.2349	0.5557	0.4981	0.3986
0.3233	0.0526	0.2338	0.5508	0.483	0.4006
