0.0	0.128	0.2912	0.7578	0.6763	0.6333
0.0022	0.1275	0.2907	0.7564	0.654	0.6323
0.0044	0.128	0.2913	0.756	0.6769	0.6329
0.0067	0.127	0.2906	0.7534	0.6943	0.634
0.0089	0.1281	0.2909	0.7528	0.6922	0.6339
0.0111	0.1287	0.2907	0.7516	0.6971	0.6346
0.0133	0.1278	0.2897	0.7501	0.6933	0.6363
0.0156	0.1276	0.2895	0.7495	0.6876	0.6366
0.0178	0.1271	0.2898	0.7466	0.6893	0.6393
0.02	0.127	0.2897	0.7465	0.679	0.6383
0.0222	0.127	0.2888	0.7455	0.6721	0.6378
0.0244	0.128	0.2884	0.7442	0.6805	0.6374
0.0267	0.1289	0.2885	0.7476	0.6829	0.6375
0.0289	0.1289	0.2884	0.7452	0.6763	0.6374
0.0311	0.1271	0.2884	0.7404	0.661	0.6378
0.0333	0.1282	0.2882	0.7398	0.6585	0.6381
0.0356	0.1281	0.2881	0.7382	0.6547	0.6389
0.0378	0.1282	0.2881	0.7369	0.657	0.6395
0.04	0.1282	0.2877	0.7355	0.6622	0.6414
0.0422	0.1289	0.2876	0.7344	0.6592	0.6426
0.0444	0.1291	0.2873	0.7351	0.6576	0.6432
0.0467	0.1292	0.2874	0.7356	0.6748	0.6447
0.0489	0.1291	0.2868	0.7313	0.6585	0.646
0.0511	0.1283	0.2868	0.73	0.6558	0.646
0.0533	0.1281	0.2867	0.7284	0.6528	0.6454
0.0556	0.1274	0.2859	0.7243	0.6479	0.646
0.0578	0.1282	0.2859	0.7276	0.6372	0.6455
0.06	0.1286	0.2862	0.7256	0.6338	0.6473
0.0622	0.1284	0.2856	0.7244	0.6336	0.6475
0.0644	0.1277	0.2857	0.7227	0.6445	0.6486
0.0667	0.1276	0.2857	0.7217	0.6453	0.65
0.0689	0.1285	0.2852	0.7203	0.6439	0.65
0.0711	0.1285	0.2857	0.7194	0.6439	0.6509
0.0733	0.1275	0.285	0.7178	0.6484	0.6507
0.0756	0.1285	0.2847	0.7175	0.6532	0.6504
0.0778	0.1279	0.285	0.714	0.6437	0.6507
0.08	0.1287	0.2845	0.7145	0.6446	0.6502
0.0822	0.1286	0.2848	0.7138	0.6431	0.65
0.0844	0.1286	0.2839	0.712	0.6422	0.6515
0.0867	0.1279	0.2845	0.7131	0.6405	0.6516
0.0889	0.128	0.2841	0.7108	0.6466	0.6517
0.0911	0.1279	0.284	0.7098	0.634	0.6516
0.0933	0.1294	0.2833	0.7081	0.6263	0.6518
0.0956	0.1279	0.2836	0.707	0.621	0.652
0.0978	0.1288	0.2836	0.7056	0.6252	0.6526
0.1	0.1291	0.2834	0.7045	0.6306	0.6524
0.1022	0.129	0.2833	0.703	0.6282	0.6541
0.1044	0.1288	0.2822	0.7023	0.6257	0.6558
0.1067	0.129	0.2824	0.7016	0.6277	0.6564
0.1089	0.129	0.2825	0.7011	0.6264	0.656
0.1111	0.1281	0.2819	0.6992	0.6231	0.656
0.1133	0.1291	0.2826	0.6989	0.6093	0.6561
0.1156	0.1289	0.2823	0.6972	0.6193	0.6563
0.1178	0.1288	0.2813	0.6957	0.6155	0.6563
0.12	0.129	0.2815	0.694	0.6059	0.6569
0.1222	0.1291	0.282	0.6937	0.6037	0.6565
0.1244	0.1282	0.2815	0.6922	0.599	0.6565
0.1267	0.1292	0.2812	0.6915	0.602	0.658
0.1289	0.1309	0.2812	0.6938	0.6127	0.659
0.1311	0.129	0.2805	0.6889	0.6082	0.6601
0.1333	0.1283	0.2808	0.6868	0.608	0.6617
0.1356	0.1293	0.2808	0.6845	0.6109	0.6623
0.1378	0.1294	0.2805	0.686	0.6175	0.6633
0.14	0.1296	0.2811	0.6848	0.6019	0.6639
0.1422	0.13	0.2802	0.6843	0.6093	0.6653
0.1444	0.1292	0.2803	0.683	0.6103	0.6677
0.1467	0.1293	0.2799	0.6808	0.6118	0.6697
0.1489	0.1294	0.2805	0.6808	0.6202	0.6684
0.1511	0.1303	0.28	0.6795	0.6161	0.6689
0.1533	0.1291	0.2793	0.6783	0.614	0.6681
0.1556	0.1304	0.2801	0.6772	0.6014	0.668
0.1578	0.1302	0.279	0.677	0.6002	0.6674
0.16	0.1304	0.2792	0.6753	0.6088	0.6685
0.1622	0.1303	0.2791	0.6743	0.5976	0.6684
0.1644	0.1293	0.279	0.6733	0.5984	0.6702
0.1667	0.1304	0.2787	0.672	0.6032	0.6717
0.1689	0.1303	0.2786	0.6715	0.6082	0.6721
0.1711	0.1304	0.2783	0.6702	0.6028	0.6732
0.1733	0.1304	0.2782	0.6687	0.599	0.6736
0.1756	0.1296	0.2779	0.6679	0.6098	0.6723
0.1778	0.1296	0.2779	0.667	0.6158	0.6723
0.18	0.1297	0.2779	0.667	0.5983	0.6719
0.1822	0.1305	0.2775	0.6652	0.5974	0.6705
0.1844	0.1305	0.2779	0.6651	0.5945	0.6704
0.1867	0.1294	0.2768	0.6626	0.5897	0.6707
0.1889	0.1303	0.2772	0.6621	0.5967	0.6712
0.1911	0.1305	0.2775	0.6609	0.5904	0.6719
0.1933	0.1297	0.277	0.66	0.5862	0.6719
0.1956	0.1309	0.2778	0.6594	0.5935	0.6718
0.1978	0.1315	0.2762	0.6587	0.5965	0.6706
0.2	0.1297	0.2765	0.6567	0.5885	0.6705
0.2022	0.1306	0.2771	0.6563	0.5974	0.6706
0.2044	0.1306	0.2766	0.6558	0.5881	0.671
0.2067	0.1299	0.2763	0.6541	0.5888	0.6726
0.2089	0.1308	0.2768	0.6527	0.586	0.673
0.2111	0.1309	0.2765	0.652	0.5815	0.6741
