0.0	0.13036	0.278703	0.672034	0.603205	0.671718
0.002222	0.130303	0.278645	0.671507	0.608247	0.672122
0.004444	0.130418	0.278292	0.670214	0.602799	0.67316
0.006667	0.13036	0.278235	0.668748	0.599032	0.673564
0.008889	0.129609	0.277882	0.667925	0.609811	0.672295
0.011111	0.129609	0.277882	0.666987	0.615838	0.672295
0.013333	0.129667	0.27794	0.667044	0.598279	0.671891
0.015556	0.130534	0.277472	0.665167	0.597351	0.670507
0.017778	0.130476	0.277882	0.665109	0.594512	0.670449
0.02	0.129436	0.276773	0.662589	0.589702	0.670737
0.022222	0.130303	0.277241	0.66212	0.596657	0.671199
0.024444	0.130534	0.277472	0.660943	0.590397	0.671891
0.026667	0.129667	0.277004	0.660004	0.586225	0.671891
0.028889	0.130881	0.277819	0.659412	0.593526	0.671777
0.031111	0.131516	0.276184	0.658712	0.59654	0.670622
0.033333	0.129667	0.276536	0.656718	0.588543	0.670507
0.035556	0.130592	0.277062	0.656307	0.597409	0.670564
0.037778	0.130592	0.276594	0.655838	0.588137	0.671026
0.04	0.129898	0.2763	0.654134	0.588774	0.672584
0.042222	0.130765	0.276768	0.652725	0.585992	0.673046
0.044444	0.130938	0.276473	0.65196	0.58153	0.674142
0.046667	0.129956	0.276358	0.651375	0.573069	0.673565
0.048889	0.130534	0.275601	0.649678	0.576489	0.675122
0.051111	0.129898	0.275832	0.647562	0.577184	0.674892
0.053333	0.130014	0.276415	0.647678	0.579154	0.675008
0.055556	0.131979	0.275711	0.64744	0.573358	0.675239
0.057778	0.130823	0.275422	0.646212	0.580023	0.675873
0.06	0.130938	0.275537	0.645389	0.575503	0.675065
0.062222	0.131805	0.275069	0.643981	0.578284	0.674604
0.064444	0.131227	0.27489	0.643801	0.583209	0.675354
0.066667	0.13169	0.274954	0.641988	0.59115	0.676796
0.068889	0.131112	0.275243	0.640869	0.595611	0.677085
0.071111	0.131747	0.274544	0.640168	0.596307	0.677315
0.073333	0.130129	0.274659	0.638876	0.601986	0.678816
0.075556	0.13117	0.274365	0.639049	0.58547	0.677604
0.077778	0.131285	0.27448	0.637287	0.579095	0.678643
0.08	0.132036	0.273897	0.637172	0.576661	0.678528
0.082222	0.13117	0.274365	0.635294	0.565534	0.678989
0.084444	0.131112	0.273839	0.634298	0.568722	0.679855
0.086667	0.132152	0.274012	0.633533	0.557305	0.680951
0.088889	0.131285	0.27448	0.632594	0.56565	0.680951
0.091111	0.131401	0.27366	0.631771	0.55603	0.681528
0.093333	0.131285	0.273077	0.631186	0.551742	0.683259
0.095556	0.132268	0.274128	0.630363	0.554639	0.685682
0.097778	0.132325	0.273718	0.629012	0.558869	0.686663
0.1	0.131285	0.272609	0.62837	0.559623	0.687875
0.102222	0.131227	0.273487	0.626904	0.568837	0.687817
0.104444	0.13221	0.272667	0.627019	0.562926	0.687009
0.106667	0.13221	0.273134	0.625142	0.557826	0.687932
0.108889	0.132036	0.272961	0.62403	0.54699	0.688682
0.111111	0.132094	0.273019	0.623149	0.542411	0.690125
0.113333	0.132152	0.272609	0.621799	0.551742	0.691106
0.115556	0.132268	0.272724	0.621445	0.550003	0.690298
0.117778	0.132557	0.272545	0.621734	0.548437	0.690587
0.12	0.132383	0.272372	0.619683	0.544555	0.691337
0.122222	0.131574	0.27243	0.618802	0.531168	0.692318
0.124444	0.133423	0.272078	0.621734	0.54751	0.69151
